Longitude,Latitude,Level
82.7268357011245,37.078307543223,5
82.72668626344641,37.07626113273665,5
82.72950067305048,37.07699198967793,5
82.72481829247027,37.07626113273666,5
82.72501754270775,37.07833677790761,5
82.71931400466057,37.08070481066368,5
82.7212068819164,37.07365931761769,5
82.7170724394892,37.07389318636655,3
82.71866644138885,37.072168414898336,3
82.72287560265508,37.07020980572275,5
82.72160538239133,37.06734503110293,5
82.71744603368447,37.08459316184453,5
82.7223525707818,37.09049901539592,5
82.72740854555724,37.08579185152791,5
82.73106976867047,37.083423719864655,5
82.73124411262826,37.08587956099235,5
82.73101995611111,37.086815132543656,5
82.72780704603213,37.08830621455923,5
82.73052183051746,37.08099716357944,5
82.7300735174832,37.079067647303155,5
82.71366027917277,37.07488713355824,4
82.71358556033371,37.08184499100352,5
82.71779472159997,37.090703678822024,3
82.71717206460788,37.09780863672179,2
82.69276391051957,37.07325004838756,1
82.72564019969974,37.104007539477514,3
82.70895299231286,37.11547049308637,1
82.71383462313052,37.12114388481173,1
82.71373499801183,37.100586407890304,2
82.70818089764273,37.080500164040146,3
82.71978722397449,37.059394172821726,3
82.71649959505649,37.05080081379019,5
82.71246477774801,37.03349901730835,5
82.67789486154949,37.04548141897013,2
82.69144387769646,37.04407854034042,2
82.7046442059279,37.03642144570582,2
82.72994898608476,37.03387892903871,1
82.72720929531975,37.04247109509262,1
82.74942569679605,37.07707969280552,5
82.7374706825487,37.07801519676284,5
82.73149317542504,37.07029750396761,5
82.73109467495011,37.06503572100749,5
82.75042194798331,37.06082645824369,5
82.74334856455363,37.05790344464988,5
82.7414556872978,37.06503572100749,5
82.75689758070061,37.04551064577994,3
82.75948783378753,37.0624633764841,3
82.77582635325888,37.04819954226318,1
82.7661627167423,37.03627532262221,1
82.75689758070061,37.02423538222219,1
82.73986168539815,37.00343129650819,3
82.73876580909214,37.0054180503277,3
82.75719645605679,36.99945788592423,4
82.76745784328574,36.99501716839006,4
82.7737342257656,37.01757301349943,2
